,freq_center,freq_center_err,E,D,detect_red_first,data_indices,start_time,end_time
229,139481.7387692842,17.751541823417774,True,True,True,"[862309, 862310, 862311, 862312]",1720499752.265477,1720499759.965454
230,139588.20409017365,18.098637521185744,False,True,True,"[862313, 862314, 862315, 862316]",1720499759.9706833,1720499767.677637
231,139585.92968873895,17.83873800460232,False,False,True,"[862313, 862314, 862315, 862316]",1720499759.9706833,1720499767.677637
232,139416.52029579872,18.920769053554817,True,False,True,"[862317, 862318, 862319, 862320]",1720499767.6846359,1720499775.36585
233,139423.0259991696,18.619283336883374,True,True,True,"[862317, 862318, 862319, 862320]",1720499767.6846359,1720499775.36585
234,139443.8400129718,19.264508967930965,False,True,True,"[862321, 862322, 862323, 862324]",1720499775.371079,1720499783.074245
235,139448.64203861804,18.60048867732659,False,False,True,"[862321, 862322, 862323, 862324]",1720499775.371079,1720499783.074245
236,139441.66918714976,17.192198156382517,True,False,True,"[862325, 862326, 862327, 862328]",1720499783.07952,1720499790.745005
237,139450.67593747674,16.666761993912765,True,True,True,"[862325, 862326, 862327, 862328]",1720499783.07952,1720499790.745005
238,139492.31697249738,18.627394146403255,False,True,True,"[862329, 862330, 862331, 862332]",1720499790.7502625,1720499798.457077
239,139468.66183539949,18.267587306766163,False,False,True,"[862329, 862330, 862331, 862332]",1720499790.7502625,1720499798.457077
240,139737.7129586943,17.077739992960147,True,False,True,"[862333, 862334, 862335, 862336]",1720499798.46243,1720499806.174568
241,139720.51653385774,16.584405463105405,True,True,True,"[862333, 862334, 862335, 862336]",1720499798.46243,1720499806.174568
242,139446.70963406155,17.793597472378284,False,True,True,"[862337, 862338, 862339, 862340]",1720499806.179901,1720499813.853197
243,139451.70777495488,17.213999037823083,False,False,True,"[862337, 862338, 862339, 862340]",1720499806.179901,1720499813.853197
244,139405.06845766387,16.08807564316976,True,False,True,"[862341, 862342, 862343, 862344]",1720499813.8586783,1720499821.562419
245,139399.47284915988,16.14490548849773,True,True,True,"[862341, 862342, 862343, 862344]",1720499813.8586783,1720499821.562419
246,139491.97474845228,23.27300171271888,False,True,True,"[862345, 862346, 862347, 862348]",1720499821.5676785,1720499829.266573
247,139522.2940410956,22.781115984493873,False,False,True,"[862345, 862346, 862347, 862348]",1720499821.5676785,1720499829.266573
248,139625.23652591344,19.24182584724814,True,False,True,"[862349, 862350, 862351, 862352]",1720499829.2718365,1720499836.963353
249,139622.65158966123,18.954281460267396,True,True,True,"[862349, 862350, 862351, 862352]",1720499829.2718365,1720499836.963353
250,139491.4431814007,23.266828883117142,False,True,True,"[862353, 862354, 862355, 862356]",1720499837.0039556,1720499844.712609
251,139496.65919799663,22.98102479161333,False,False,True,"[862353, 862354, 862355, 862356]",1720499837.0039556,1720499844.712609
252,139310.63099924076,15.001621813148342,True,False,True,"[862357, 862358, 862359, 862360]",1720499844.7179198,1720499852.427233
253,139311.32894009457,15.138863785738767,True,True,True,"[862357, 862358, 862359, 862360]",1720499844.7179198,1720499852.427233
254,139466.57061064022,13.809998164793297,False,True,True,"[862361, 862362, 862363, 862364]",1720499852.43258,1720499860.170813
255,139481.93406132748,13.064270869742488,False,False,True,"[862361, 862362, 862363, 862364]",1720499852.43258,1720499860.170813
256,139531.1521823276,17.512322961831245,True,False,True,"[862365, 862366, 862367, 862368]",1720499860.1769247,1720499867.874586
257,139560.53385574624,17.53671365432421,True,True,True,"[862365, 862366, 862367, 862368]",1720499860.1769247,1720499867.874586
258,139498.1781361743,17.671515599591242,False,True,True,"[862369, 862370, 862371, 862372]",1720499867.8797204,1720499875.573306
259,139502.0516124223,17.322857023216272,False,False,True,"[862369, 862370, 862371, 862372]",1720499867.8797204,1720499875.573306
260,139345.72251877646,17.696138549953996,True,False,True,"[862373, 862374, 862375, 862376]",1720499875.5787528,1720499883.266026
261,139333.22083252337,17.85783721658654,True,True,True,"[862373, 862374, 862375, 862376]",1720499875.5787528,1720499883.266026
262,139525.32914097374,13.694917726540284,False,True,True,"[862377, 862378, 862379, 862380]",1720499883.2713525,1720499890.959077
263,139542.03539881023,13.591531001539673,False,False,True,"[862377, 862378, 862379, 862380]",1720499883.2713525,1720499890.959077
